geo_value,signal,time_value,value,region
4 RTP AREA,pct_ed_visits_influenza,7/1/23,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/1/23,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/1/23,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/1/23,0.43,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/8/23,0.17,1 NENC
2 SENC,pct_ed_visits_influenza,7/8/23,0.08,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/8/23,0.52,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/8/23,0.11,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/8/23,0.1,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/8/23,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/8/23,0.39,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/15/23,0.11,1 NENC
2 SENC,pct_ed_visits_influenza,7/15/23,0.17,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/15/23,0.55,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/15/23,0.27,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/15/23,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/15/23,0.06,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/15/23,0.48,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/22/23,0.31,1 NENC
2 SENC,pct_ed_visits_influenza,7/22/23,0.15,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/22/23,0.61,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/22/23,0.15,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/22/23,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/22/23,0.16,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/22/23,0.4,7 CLT AREA
1 NENC,pct_ed_visits_influenza,7/29/23,0.34,1 NENC
2 SENC,pct_ed_visits_influenza,7/29/23,0.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,7/29/23,0.44,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,7/29/23,0.13,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,7/29/23,0.12,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,7/29/23,0.1,6 WNC
7 CLT AREA,pct_ed_visits_influenza,7/29/23,0.55,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/5/23,0.21,1 NENC
2 SENC,pct_ed_visits_influenza,8/5/23,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/5/23,0.71,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/5/23,0.22,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/5/23,0.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/5/23,0.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/5/23,0.49,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/12/23,0.21,1 NENC
2 SENC,pct_ed_visits_influenza,8/12/23,0.24,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/12/23,0.43,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/12/23,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/12/23,0.11,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/12/23,0.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/12/23,0.58,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/19/23,0.09,1 NENC
2 SENC,pct_ed_visits_influenza,8/19/23,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/19/23,0.66,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/19/23,0.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/19/23,0.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/19/23,0.14,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/19/23,0.72,7 CLT AREA
1 NENC,pct_ed_visits_influenza,8/26/23,0.14,1 NENC
2 SENC,pct_ed_visits_influenza,8/26/23,0.25,2 SENC
3 FAY AREA,pct_ed_visits_influenza,8/26/23,0.88,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,8/26/23,0.13,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,8/26/23,0.13,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,8/26/23,0.17,6 WNC
7 CLT AREA,pct_ed_visits_influenza,8/26/23,0.91,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/2/23,0.16,1 NENC
2 SENC,pct_ed_visits_influenza,9/2/23,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/2/23,1.22,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/2/23,0.2,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/2/23,0.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/2/23,0.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/2/23,0.99,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/9/23,0.18,1 NENC
2 SENC,pct_ed_visits_influenza,9/9/23,0.13,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/9/23,1.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/9/23,0.16,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/9/23,0.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/9/23,0.2,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/9/23,1.19,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/16/23,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,9/16/23,0.18,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/16/23,1.6,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/16/23,0.18,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/16/23,0.21,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/16/23,0.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/16/23,1.27,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/23/23,0.25,1 NENC
2 SENC,pct_ed_visits_influenza,9/23/23,0.39,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/23/23,1.38,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/23/23,0.28,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/23/23,0.34,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/23/23,0.26,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/23/23,1.24,7 CLT AREA
1 NENC,pct_ed_visits_influenza,9/30/23,0.25,1 NENC
2 SENC,pct_ed_visits_influenza,9/30/23,0.22,2 SENC
3 FAY AREA,pct_ed_visits_influenza,9/30/23,1.11,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,9/30/23,0.36,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,9/30/23,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,9/30/23,0.2,6 WNC
7 CLT AREA,pct_ed_visits_influenza,9/30/23,1.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/7/23,0.29,1 NENC
2 SENC,pct_ed_visits_influenza,10/7/23,0.3,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/7/23,1.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/7/23,0.28,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/7/23,0.19,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/7/23,0.3,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/7/23,1.15,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/14/23,0.28,1 NENC
2 SENC,pct_ed_visits_influenza,10/14/23,0.38,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/14/23,1.34,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/14/23,0.24,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/14/23,0.26,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/14/23,0.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/14/23,1.39,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/21/23,0.27,1 NENC
2 SENC,pct_ed_visits_influenza,10/21/23,0.44,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/21/23,1.3,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/21/23,0.38,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/21/23,0.37,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/21/23,0.21,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/21/23,1.33,7 CLT AREA
1 NENC,pct_ed_visits_influenza,10/28/23,0.51,1 NENC
2 SENC,pct_ed_visits_influenza,10/28/23,0.59,2 SENC
3 FAY AREA,pct_ed_visits_influenza,10/28/23,1.46,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,10/28/23,0.45,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,10/28/23,0.46,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,10/28/23,0.41,6 WNC
7 CLT AREA,pct_ed_visits_influenza,10/28/23,1.55,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/4/23,0.78,1 NENC
2 SENC,pct_ed_visits_influenza,11/4/23,0.91,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/4/23,2.21,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/4/23,0.59,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/4/23,0.52,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/4/23,0.41,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/4/23,1.94,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/11/23,1.01,1 NENC
2 SENC,pct_ed_visits_influenza,11/11/23,1.5,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/11/23,3.69,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/11/23,0.98,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/11/23,1.06,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/11/23,0.78,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/11/23,2.83,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/18/23,1.45,1 NENC
2 SENC,pct_ed_visits_influenza,11/18/23,1.76,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/18/23,4.45,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/18/23,1.12,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/18/23,1.04,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/18/23,1.42,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/18/23,3.72,7 CLT AREA
1 NENC,pct_ed_visits_influenza,11/25/23,2.68,1 NENC
2 SENC,pct_ed_visits_influenza,11/25/23,2.34,2 SENC
3 FAY AREA,pct_ed_visits_influenza,11/25/23,5.48,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,11/25/23,1.93,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,11/25/23,1.78,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,11/25/23,2,6 WNC
7 CLT AREA,pct_ed_visits_influenza,11/25/23,5.14,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/2/23,3.47,1 NENC
2 SENC,pct_ed_visits_influenza,12/2/23,2.32,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/2/23,6.44,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/2/23,2.4,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/2/23,2.81,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/2/23,2.84,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/2/23,6.73,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/9/23,6.07,1 NENC
2 SENC,pct_ed_visits_influenza,12/9/23,3.46,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/9/23,7.95,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/9/23,3.88,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/9/23,4.36,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/9/23,4.39,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/9/23,8.95,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/16/23,9.37,1 NENC
2 SENC,pct_ed_visits_influenza,12/16/23,5.15,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/16/23,11.78,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/16/23,5.72,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/16/23,6.95,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/16/23,7.6,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/16/23,12.71,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/23/23,13.61,1 NENC
2 SENC,pct_ed_visits_influenza,12/23/23,7.17,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/23/23,15.07,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/23/23,8.92,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/23/23,11.32,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/23/23,11.43,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/23/23,16.78,7 CLT AREA
1 NENC,pct_ed_visits_influenza,12/30/23,14.37,1 NENC
2 SENC,pct_ed_visits_influenza,12/30/23,8.55,2 SENC
3 FAY AREA,pct_ed_visits_influenza,12/30/23,15.96,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,12/30/23,9.29,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,12/30/23,13.8,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,12/30/23,12.62,6 WNC
7 CLT AREA,pct_ed_visits_influenza,12/30/23,16.77,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/6/24,7.83,1 NENC
2 SENC,pct_ed_visits_influenza,1/6/24,5,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/6/24,10.29,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/6/24,5.67,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/6/24,9.22,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/6/24,7.5,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/6/24,10.82,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/13/24,4.94,1 NENC
2 SENC,pct_ed_visits_influenza,1/13/24,3.97,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/13/24,6.73,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/13/24,4,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/13/24,6.5,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/13/24,5.3,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/13/24,7.74,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/20/24,3.76,1 NENC
2 SENC,pct_ed_visits_influenza,1/20/24,3.04,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/20/24,5.86,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/20/24,3.58,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/20/24,4.82,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/20/24,3.99,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/20/24,6.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,1/27/24,3.85,1 NENC
2 SENC,pct_ed_visits_influenza,1/27/24,3.44,2 SENC
3 FAY AREA,pct_ed_visits_influenza,1/27/24,5.86,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,1/27/24,3.77,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,1/27/24,5.02,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,1/27/24,3.38,6 WNC
7 CLT AREA,pct_ed_visits_influenza,1/27/24,5.88,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/3/24,3.64,1 NENC
2 SENC,pct_ed_visits_influenza,2/3/24,2.46,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/3/24,5.56,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/3/24,3.3,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/3/24,4.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/3/24,2.92,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/3/24,4.7,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/10/24,3.59,1 NENC
2 SENC,pct_ed_visits_influenza,2/10/24,2.58,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/10/24,4.78,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/10/24,3.41,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/10/24,3.71,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/10/24,1.94,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/10/24,4.45,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/17/24,3.66,1 NENC
2 SENC,pct_ed_visits_influenza,2/17/24,2.75,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/17/24,4.6,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/17/24,3.51,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/17/24,3.51,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/17/24,2.23,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/17/24,3.64,7 CLT AREA
1 NENC,pct_ed_visits_influenza,2/24/24,2.93,1 NENC
2 SENC,pct_ed_visits_influenza,2/24/24,2.75,2 SENC
3 FAY AREA,pct_ed_visits_influenza,2/24/24,4.38,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,2/24/24,2.77,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,2/24/24,3.09,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,2/24/24,1.76,6 WNC
7 CLT AREA,pct_ed_visits_influenza,2/24/24,4.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/2/24,3.34,1 NENC
2 SENC,pct_ed_visits_influenza,3/2/24,2.19,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/2/24,3.55,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/2/24,3,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/2/24,2.53,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/2/24,1.66,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/2/24,3.61,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/9/24,2.34,1 NENC
2 SENC,pct_ed_visits_influenza,3/9/24,1.85,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/9/24,2.95,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/9/24,1.88,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/9/24,2.01,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/9/24,1.33,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/9/24,3.17,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/16/24,1.58,1 NENC
2 SENC,pct_ed_visits_influenza,3/16/24,1.2,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/16/24,2.18,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/16/24,1.37,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/16/24,1.32,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/16/24,0.99,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/16/24,2.7,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/23/24,1.19,1 NENC
2 SENC,pct_ed_visits_influenza,3/23/24,0.95,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/23/24,1.88,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/23/24,1,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/23/24,1.08,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/23/24,0.78,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/23/24,2.25,7 CLT AREA
1 NENC,pct_ed_visits_influenza,3/30/24,1.07,1 NENC
2 SENC,pct_ed_visits_influenza,3/30/24,0.5,2 SENC
3 FAY AREA,pct_ed_visits_influenza,3/30/24,2.25,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,3/30/24,0.82,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,3/30/24,1.2,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,3/30/24,1.15,6 WNC
7 CLT AREA,pct_ed_visits_influenza,3/30/24,2.02,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/6/24,0.71,1 NENC
2 SENC,pct_ed_visits_influenza,4/6/24,0.54,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/6/24,1.82,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/6/24,0.74,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/6/24,0.91,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/6/24,0.93,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/6/24,2.27,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/13/24,0.37,1 NENC
2 SENC,pct_ed_visits_influenza,4/13/24,0.32,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/13/24,1.36,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/13/24,0.55,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/13/24,0.46,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/13/24,0.73,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/13/24,1.77,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/20/24,0.2,1 NENC
2 SENC,pct_ed_visits_influenza,4/20/24,0.28,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/20/24,1.22,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/20/24,0.42,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/20/24,0.4,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/20/24,0.54,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/20/24,1.32,7 CLT AREA
1 NENC,pct_ed_visits_influenza,4/27/24,0.23,1 NENC
2 SENC,pct_ed_visits_influenza,4/27/24,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,4/27/24,0.99,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,4/27/24,0.34,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,4/27/24,0.3,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,4/27/24,0.42,6 WNC
7 CLT AREA,pct_ed_visits_influenza,4/27/24,1.34,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/4/24,0.28,1 NENC
2 SENC,pct_ed_visits_influenza,5/4/24,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/4/24,1.16,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/4/24,0.23,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/4/24,0.29,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/4/24,0.23,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/4/24,1.23,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/11/24,0.17,1 NENC
2 SENC,pct_ed_visits_influenza,5/11/24,0.14,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/11/24,0.85,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/11/24,0.24,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/11/24,0.16,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/11/24,0.28,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/11/24,1.05,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/18/24,0.19,1 NENC
2 SENC,pct_ed_visits_influenza,5/18/24,0.12,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/18/24,1.06,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/18/24,0.21,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/18/24,0.29,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/18/24,0.19,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/18/24,1.28,7 CLT AREA
1 NENC,pct_ed_visits_influenza,5/25/24,0.14,1 NENC
2 SENC,pct_ed_visits_influenza,5/25/24,0.09,2 SENC
3 FAY AREA,pct_ed_visits_influenza,5/25/24,0.92,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,5/25/24,0.21,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,5/25/24,0.21,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,5/25/24,0.18,6 WNC
7 CLT AREA,pct_ed_visits_influenza,5/25/24,1.07,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/1/24,0.13,1 NENC
2 SENC,pct_ed_visits_influenza,6/1/24,0.1,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/1/24,0.7,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/1/24,0.18,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/1/24,0.22,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/1/24,0.13,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/1/24,1.01,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/8/24,0.12,1 NENC
2 SENC,pct_ed_visits_influenza,6/8/24,0.06,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/8/24,0.73,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/8/24,0.19,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/8/24,0.17,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/8/24,0.09,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/8/24,0.86,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/15/24,0.16,1 NENC
2 SENC,pct_ed_visits_influenza,6/15/24,0.18,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/15/24,0.67,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/15/24,0.09,4 RTP AREA
5 TRIAD AREA,pct_ed_visits_influenza,6/15/24,0.14,5 TRIAD AREA
6 WNC,pct_ed_visits_influenza,6/15/24,0.17,6 WNC
7 CLT AREA,pct_ed_visits_influenza,6/15/24,0.88,7 CLT AREA
1 NENC,pct_ed_visits_influenza,6/22/24,0.07,1 NENC
2 SENC,pct_ed_visits_influenza,6/22/24,0.24,2 SENC
3 FAY AREA,pct_ed_visits_influenza,6/22/24,0.59,3 FAY AREA
4 RTP AREA,pct_ed_visits_influenza,6/22/24,0.02,4 RTP AREA
