geo_value,signal,time_value,value,region,,
2 SENC,pct_ed_visits_influenza,6/17/2023,0.22,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/17/2023,0.68,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/17/2023,0.09,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/17/2023,0.18,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/17/2023,0.09,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/17/2023,0.63,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,6/24/2023,0.16,1 NENC,,
2 SENC,pct_ed_visits_influenza,6/24/2023,0.2,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,6/24/2023,0.59,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,6/24/2023,0.06,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,6/24/2023,0.25,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,6/24/2023,0.1,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,6/24/2023,0.57,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/1/2023,0.1,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/1/2023,0.21,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/1/2023,0.55,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/1/2023,0.11,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/1/2023,0.2,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/1/2023,0.09,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/1/2023,0.43,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/8/2023,0.17,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/8/2023,0.08,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/8/2023,0.52,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/8/2023,0.11,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/8/2023,0.1,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/8/2023,0.14,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/8/2023,0.39,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/15/2023,0.11,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/15/2023,0.17,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/15/2023,0.55,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/15/2023,0.27,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/15/2023,0.12,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/15/2023,0.06,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/15/2023,0.48,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/22/2023,0.31,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/22/2023,0.15,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/22/2023,0.61,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/22/2023,0.15,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/22/2023,0.12,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/22/2023,0.16,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/22/2023,0.4,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,7/29/2023,0.34,1 NENC,,
2 SENC,pct_ed_visits_influenza,7/29/2023,0.2,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,7/29/2023,0.44,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,7/29/2023,0.13,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,7/29/2023,0.12,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,7/29/2023,0.1,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,7/29/2023,0.55,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/5/2023,0.21,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/5/2023,0.22,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/5/2023,0.71,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/5/2023,0.22,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/5/2023,0.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/5/2023,0.15,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/5/2023,0.49,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/12/2023,0.21,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/12/2023,0.24,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/12/2023,0.43,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/12/2023,0.16,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/12/2023,0.11,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/12/2023,0.19,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/12/2023,0.58,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/19/2023,0.09,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/19/2023,0.1,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/19/2023,0.66,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/19/2023,0.19,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/19/2023,0.14,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/19/2023,0.14,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/19/2023,0.72,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,8/26/2023,0.14,1 NENC,,
2 SENC,pct_ed_visits_influenza,8/26/2023,0.25,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,8/26/2023,0.88,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,8/26/2023,0.13,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,8/26/2023,0.13,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,8/26/2023,0.17,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,8/26/2023,0.91,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/2/2023,0.16,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/2/2023,0.12,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/2/2023,1.22,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/2/2023,0.2,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/2/2023,0.14,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/2/2023,0.19,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/2/2023,0.99,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/9/2023,0.18,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/9/2023,0.13,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/9/2023,1.18,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/9/2023,0.16,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/9/2023,0.2,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/9/2023,0.2,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/9/2023,1.19,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/16/2023,0.13,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/16/2023,0.18,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/16/2023,1.6,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/16/2023,0.18,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/16/2023,0.21,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/16/2023,0.19,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/16/2023,1.27,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/23/2023,0.25,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/23/2023,0.39,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/23/2023,1.38,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/23/2023,0.28,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/23/2023,0.34,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/23/2023,0.26,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/23/2023,1.24,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,9/30/2023,0.25,1 NENC,,
2 SENC,pct_ed_visits_influenza,9/30/2023,0.22,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,9/30/2023,1.11,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,9/30/2023,0.36,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,9/30/2023,0.3,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,9/30/2023,0.2,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,9/30/2023,1.15,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/7/2023,0.29,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/7/2023,0.3,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/7/2023,1.18,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/7/2023,0.28,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/7/2023,0.19,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/7/2023,0.3,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/7/2023,1.15,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/14/2023,0.28,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/14/2023,0.38,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/14/2023,1.34,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/14/2023,0.24,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/14/2023,0.26,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/14/2023,0.19,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/14/2023,1.39,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/21/2023,0.27,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/21/2023,0.44,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/21/2023,1.3,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/21/2023,0.38,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/21/2023,0.37,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/21/2023,0.21,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/21/2023,1.33,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,10/28/2023,0.51,1 NENC,,
2 SENC,pct_ed_visits_influenza,10/28/2023,0.59,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,10/28/2023,1.46,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,10/28/2023,0.45,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,10/28/2023,0.46,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,10/28/2023,0.41,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,10/28/2023,1.55,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/4/2023,0.78,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/4/2023,0.91,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/4/2023,2.21,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/4/2023,0.59,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/4/2023,0.52,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/4/2023,0.41,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/4/2023,1.94,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/11/2023,1.01,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/11/2023,1.5,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/11/2023,3.69,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/11/2023,0.98,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/11/2023,1.06,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/11/2023,0.78,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/11/2023,2.83,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/18/2023,1.45,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/18/2023,1.76,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/18/2023,4.45,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/18/2023,1.12,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/18/2023,1.04,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/18/2023,1.42,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/18/2023,3.72,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,11/25/2023,2.68,1 NENC,,
2 SENC,pct_ed_visits_influenza,11/25/2023,2.34,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,11/25/2023,5.48,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,11/25/2023,1.93,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,11/25/2023,1.78,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,11/25/2023,2,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,11/25/2023,5.14,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/2/2023,3.47,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/2/2023,2.32,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/2/2023,6.44,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/2/2023,2.4,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/2/2023,2.81,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/2/2023,2.84,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/2/2023,6.73,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/9/2023,6.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/9/2023,3.46,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/9/2023,7.95,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/9/2023,3.88,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/9/2023,4.36,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/9/2023,4.39,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/9/2023,8.95,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/16/2023,9.37,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/16/2023,5.15,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/16/2023,11.78,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/16/2023,5.72,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/16/2023,6.95,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/16/2023,7.6,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/16/2023,12.71,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/23/2023,13.61,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/23/2023,7.17,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/23/2023,15.07,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/23/2023,8.92,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/23/2023,11.32,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/23/2023,11.43,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/23/2023,16.78,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,12/30/2023,14.37,1 NENC,,
2 SENC,pct_ed_visits_influenza,12/30/2023,8.55,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,12/30/2023,15.96,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,12/30/2023,9.29,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,12/30/2023,13.8,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,12/30/2023,12.62,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,12/30/2023,16.77,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/6/2024,7.83,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/6/2024,5,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/6/2024,10.29,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/6/2024,5.67,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/6/2024,9.22,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/6/2024,7.5,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/6/2024,10.82,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/13/2024,4.94,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/13/2024,3.97,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/13/2024,6.73,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/13/2024,4,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/13/2024,6.5,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/13/2024,5.3,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/13/2024,7.74,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/20/2024,3.76,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/20/2024,3.04,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/20/2024,5.86,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/20/2024,3.58,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/20/2024,4.82,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/20/2024,3.99,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/20/2024,6.07,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,1/27/2024,3.85,1 NENC,,
2 SENC,pct_ed_visits_influenza,1/27/2024,3.44,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,1/27/2024,5.86,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,1/27/2024,3.77,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,1/27/2024,5.02,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,1/27/2024,3.38,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,1/27/2024,5.88,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/3/2024,3.64,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/3/2024,2.46,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/3/2024,5.56,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/3/2024,3.3,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/3/2024,4.16,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/3/2024,2.92,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/3/2024,4.7,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/10/2024,3.59,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/10/2024,2.58,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/10/2024,4.78,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/10/2024,3.41,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/10/2024,3.71,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/10/2024,1.94,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/10/2024,4.45,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/17/2024,3.66,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/17/2024,2.75,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/17/2024,4.6,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/17/2024,3.51,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/17/2024,3.51,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/17/2024,2.23,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/17/2024,3.64,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,2/24/2024,2.93,1 NENC,,
2 SENC,pct_ed_visits_influenza,2/24/2024,2.75,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,2/24/2024,4.38,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,2/24/2024,2.77,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,2/24/2024,3.09,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,2/24/2024,1.76,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,2/24/2024,4.01,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/2/2024,3.34,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/2/2024,2.19,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/2/2024,3.55,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/2/2024,3,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/2/2024,2.53,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/2/2024,1.66,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/2/2024,3.61,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/9/2024,2.34,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/9/2024,1.85,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/9/2024,2.95,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/9/2024,1.88,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/9/2024,2.01,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/9/2024,1.33,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/9/2024,3.17,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/16/2024,1.58,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/16/2024,1.2,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/16/2024,2.18,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/16/2024,1.37,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/16/2024,1.32,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/16/2024,0.99,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/16/2024,2.7,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/23/2024,1.19,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/23/2024,0.95,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/23/2024,1.88,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/23/2024,1,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/23/2024,1.08,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/23/2024,0.78,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/23/2024,2.25,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,3/30/2024,1.07,1 NENC,,
2 SENC,pct_ed_visits_influenza,3/30/2024,0.5,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,3/30/2024,2.25,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,3/30/2024,0.82,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,3/30/2024,1.2,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,3/30/2024,1.15,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,3/30/2024,2.02,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/6/2024,0.71,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/6/2024,0.54,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/6/2024,1.82,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/6/2024,0.74,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/6/2024,0.91,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/6/2024,0.93,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/6/2024,2.27,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/13/2024,0.37,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/13/2024,0.32,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/13/2024,1.36,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/13/2024,0.55,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/13/2024,0.46,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/13/2024,0.73,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/13/2024,1.77,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/20/2024,0.2,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/20/2024,0.28,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/20/2024,1.22,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/20/2024,0.42,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/20/2024,0.4,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/20/2024,0.54,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/20/2024,1.32,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,4/27/2024,0.23,1 NENC,,
2 SENC,pct_ed_visits_influenza,4/27/2024,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,4/27/2024,0.99,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,4/27/2024,0.34,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,4/27/2024,0.3,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,4/27/2024,0.42,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,4/27/2024,1.34,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/4/2024,0.28,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/4/2024,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/4/2024,1.16,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/4/2024,0.23,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/4/2024,0.29,5 TRIAD AREA,,
6 WNC,pct_ed_visits_influenza,5/4/2024,0.23,6 WNC,,
7 CLT AREA,pct_ed_visits_influenza,5/4/2024,1.23,7 CLT AREA,,
1 NENC,pct_ed_visits_influenza,5/11/2024,0.17,1 NENC,,
2 SENC,pct_ed_visits_influenza,5/11/2024,0.14,2 SENC,,
3 FAY AREA,pct_ed_visits_influenza,5/11/2024,0.85,3 FAY AREA,,
4 RTP AREA,pct_ed_visits_influenza,5/11/2024,0.24,4 RTP AREA,,
5 TRIAD AREA,pct_ed_visits_influenza,5/11/2024,0.16,5 TRIAD AREA,,
